,Age,Gender,City,Position,Years of experience,Seniority level,Salary_in_EUR,Main language at work,Company size,Company type,Year
232,26,Male,MÜNCHEN,JAVA DEVELOPER,3.0,MIDDLE,58000.0,Russian,50-100,PRODUCT,2018
233,39,Male,MÜNCHEN,SOFTWARE ENGINEER,15.0,SENIOR,68000.0,English,100-1000,STARTUP,2018
234,25,Male,BERLIN,C++ DEVELOPER,3.0,MIDDLE,48500.0,English,10-50,PRODUCT,2018
235,32,Male,MÜNCHEN,JAVA DEVELOPER,8.5,SENIOR,72000.0,English,10-50,PRODUCT,2018
236,31,Male,BERLIN,JAVA DEVELOPER ,0.0,JUNIOR,49000.0,English,1000+,PRODUCT,2018
237,52,Male,BERLIN,SYSADMIN,7.0,MIDDLE,34000.0,Deutsch,up to 10,PRODUCT,2018
238,26,Male,MÜNCHEN,LOW LEVEL SOFTWARE DEVELOPER,5.0,MIDDLE,68000.0,English,100-1000,PRODUCT,2018
239,28,Male,BERLIN,FULL-STACK DEVELOPER,7.0,SENIOR,75000.0,English,50-100,STARTUP,2018
240,31,Male,BERLIN,LEAD SOFTWARE ENGINEER,10.0,SENIOR,95000.0,English,1000+,STARTUP,2018
241,26,Male,MÜNCHEN,SOFTWARE ENGINEER,7.0,MIDDLE,70500.0,English,1000+,PRODUCT,2018
242,32,Male,BERLIN,SITE RELIABILITY ENGINEER ,12.0,SENIOR,65000.0,English,100-1000,PRODUCT,2018
243,50,Female,BAYERN,PROJECT MANAGER,20.0,SENIOR,96000.0,Deutsch,100-1000,PRODUCT,2018
244,22,Male,BERLIN,SOFTWARE ENGINEER ,5.0,MIDDLE,65000.0,English,1000+,PRODUCT,2018
245,34,Male,MÜNCHEN,ARCHITECT,11.0,SENIOR,83000.0,Russian,100-1000,PRODUCT,2018
246,32,Female,MÜNCHEN,SALES OPS TEAM LEAD ,4.0,MIDDLE,78000.0,English,100-1000,PRODUCT,2018
247,33,Female,BERLIN,MANUAL QA,4.0,MIDDLE,45000.0,English,up to 10,STARTUP,2018
248,32,Male,BERLIN,SOFTWARE DEVELOPER,8.0,MIDDLE,65000.0,English,100-1000,PRODUCT,2018
249,37,Male,MÜNCHEN,JAVA DEVELOPER,10.0,SENIOR,120000.0,Deutsch,1000+,PRODUCT,2018
250,38,Male,BERLIN,HEAD OF BI,5.0,SENIOR,85000.0,English,1000+,PRODUCT,2018
251,32,Male,STUTTGART,IOS DEVELOPER,3.0,MIDDLE,65000.0,English,50-100,PRODUCT,2018
252,37,Male,TÜBINGEN,SOFTWARE ENGINEER,15.0,SENIOR,65000.0,English,50-100,PRODUCT,2018
253,34,Male,BERLIN,JAVA DEVELOPER,10.0,SENIOR,86000.0,English,100-1000,PRODUCT,2018
254,28,Male,BERLIN,DEVOPS,3.0,MIDDLE,68000.0,English,10-50,PRODUCT,2018
255,31,Male,BERLIN,SENIOR PHP DEVELOPER,11.0,SENIOR,61000.0,English,100-1000,PRODUCT,2018
256,25,Male,BERLIN,FULLSTACK,5.0,SENIOR,60000.0,English,10-50,PRODUCT,2018
257,25,Male,BERLIN,JAVA DEVELOPER,4.0,MIDDLE,48000.0,English,10-50,AGENCY,2018
258,29,Male,BERLIN,TEAM LEAD,10.0,SENIOR,75000.0,English,100-1000,STARTUP,2018
259,28,Male,MÜNCHEN,PRODUCT MANAGER,5.0,MIDDLE,65000.0,Russian,1000+,PRODUCT,2018
260,49,Male,FRANKFURT,PD,20.0,SENIOR,120000.0,English,1000+,PRODUCT,2018
261,38,Male,STUTTGART,IT BERATER,18.0,SENIOR,84000.0,Russian,up to 10,AGENCY,2018
262,26,Male,MÜNCHEN,JAVA & JS DEVELOPER,4.0,MIDDLE,54000.0,English,50-100,PRODUCT,2018
263,25,Female,BERLIN,JAVA DEVELOPER ,1.0,JUNIOR,40000.0,Deutsch,10-50,PRODUCT,2018
264,43,Male,MÜNCHEN,FRONTEND DEVELOPER ,10.0,SENIOR,61000.0,English,100-1000,PRODUCT,2018
265,35,Male,MÜNCHEN,DEVOPS ENGINEER ,15.0,SENIOR,85000.0,Deutsch,100-1000,PRODUCT,2018
266,31,Male,KÖLN,WEB DEVELOPER,2.5,SENIOR,35000.0,Deutsch,10-50,AGENCY,2018
267,27,Male,MÜNCHEN,IOS DEVELOPER,6.0,SENIOR,68000.0,English,100-1000,STARTUP,2018
268,33,Male,MÜNCHEN,SENIOR JAVA DEVELOPER,12.0,SENIOR,75000.0,English,10-50,STARTUP,2018
269,32,Male,BERLIN,SENIOR SOFTWARE ENGINEER C++,10.0,SENIOR,96000.0,English,up to 10,PRODUCT,2018
270,40,Male,KÖLN,NETWORK ENGINEER ,15.0,SENIOR,70000.0,English,100-1000,PRODUCT,2018
271,32,Male,BERLIN,C# DEVELOPER ,5.0,SENIOR,55000.0,English,10-50,PRODUCT,2018
272,32,Male,BERLIN,SENIOR SYS ADMIN,10.0,SENIOR,50000.0,English,50-100,PRODUCT,2018
273,32,Female,BERLIN,C++ DEVELOPER ,10.0,SENIOR,57000.0,English,100-1000,PRODUCT,2018
274,32,Male,BERLIN,SENIOR PHP DEVELOPER,8.0,SENIOR,60000.0,English,1000+,PRODUCT,2018
275,31,Female,BERLIN,QA,10.0,SENIOR,44000.0,English,100-1000,STARTUP,2018
276,36,Male,MÜNCHEN,PRODUCT MANAGER,10.0,SENIOR,95000.0,Deutsch,1000+,PRODUCT,2018
277,32,Female,FRANKFURT,QA CONSULTANT ,5.0,MIDDLE,55000.0,Deutsch,10-50,STARTUP,2018
278,32,Male,MÜNCHEN,SENIOR PHP DEVELOPER,18.0,SENIOR,67000.0,English,100-1000,PRODUCT,2018
279,31,Female,BERLIN,TA ENGINEER,8.0,MIDDLE,46000.0,English,100-1000,PRODUCT,2018
280,30,Male,BERLIN,CTO,9.0,SENIOR,90000.0,English,up to 10,AGENCY,2018
281,33,Male,MÜNCHEN,SENIOR SOFTWARE ENGINEER ,11.0,SENIOR,92000.0,English,50-100,PRODUCT,2018
282,33,Male,BERLIN,JAVA SCRIPT,16.0,SENIOR,95000.0,English,10-50,PRODUCT,2018
283,38,Male,MÜNCHEN,FRONTEND,5.0,SENIOR,70000.0,English,10-50,STARTUP,2018
284,30,Male,BERLIN,SOFTWARE ARCHITECT,11.0,SENIOR,115000.0,English,1000+,PRODUCT,2018
285,28,Male,BERLIN,LEAD DEVOPS,7.0,SENIOR,70000.0,English,100-1000,STARTUP,2018
286,37,Male,BRNO,DEVOPS,17.0,MIDDLE,35000.0,English,100-1000,PRODUCT,2018
287,26,Male,BERLIN,QA LEAD,7.0,SENIOR,60000.0,English,100-1000,PRODUCT,2018
288,31,Male,MÜNCHEN,HARDWARE ENGINEER ,9.0,SENIOR,90000.0,English,1000+,PRODUCT,2018
289,31,Male,MÜNCHEN,HARDWARE ENGINEER ,9.0,SENIOR,90000.0,English,1000+,PRODUCT,2018
290,37,Male,BERLIN,SENIOR BACKEND DEVELOPER,17.0,SENIOR,80000.0,English,50-100,STARTUP,2018
291,32,Male,MÜNCHEN,DATA SCIENTIST,5.0,MIDDLE,90000.0,English,1000+,PRODUCT,2018
292,33,Male,MÜNCHEN,SYSTEM ADMINISTRATOR,13.0,SENIOR,72000.0,Russian,10-50,STARTUP,2018
293,38,Male,BERLIN,FULLSTACK,5.0,SENIOR,55000.0,Deutsch,100-1000,AGENCY,2018
294,30,Male,BERLIN,PYTHON DEVELOPER,2.5,MIDDLE,52000.0,English,50-100,PRODUCT AND PROJECTS,2018
295,37,Male,DRESDEN,DEVELOPER,10.0,SENIOR,53000.0,Deutsch,100-1000,PRODUCT,2018
296,30,Male,BERLIN,JAVASCRIPT DEVELOPER IN TEST,8.0,SENIOR,72000.0,English,1000+,PRODUCT,2018
297,31,Male,BERLIN,SOFTWARE ARCHITECT,12.0,SENIOR,80000.0,English,1000+,PRODUCT,2018
298,41,Male,MÜNCHEN,CEO,20.0,SENIOR,200000.0,Deutsch,up to 10,STARTUP,2018
299,27,Male,BERLIN,SCALA DEVELOPER,5.0,MIDDLE,63000.0,English,1000+,E-COMMERCE,2018
300,30,Male,BERLIN,FRONT-END DEVELOPER ,8.5,SENIOR,73300.0,English,1000+,PRODUCT,2018
301,32,Male,MÜNCHEN,DEVOPS ARCHITECT ,10.0,SENIOR,115000.0,English,1000+,DEVELOPMENT,2018
302,34,Male,BERLIN,QA ENGINEER,12.0,SENIOR,73500.0,English,100-1000,PRODUCT,2018
303,31,Male,BERLIN,SOFTWARE DEVELOPER,10.0,SENIOR,83000.0,English,1000+,PRODUCT,2018
304,33,Male,KRAKOW,DEVOPS ENGINEER,7.0,SENIOR,42000.0,English,100-1000,OUTSOURCE,2018
305,39,Female,MÜNCHEN,BI DEVELOPER,5.0,MIDDLE,56000.0,English,1000+,PRODUCT,2018
306,30,Male,BERLIN,SENIOR SOFTWARE ENGINEER,9.0,SENIOR,130000.0,English,1000+,PRODUCT,2018
307,30,Male,BERLIN,JAVA DEVELOPER,8.5,SENIOR,70000.0,English,100-1000,STARTUP,2018
308,24,Male,BERLIN,SEM MANAGER,5.0,MIDDLE,45000.0,English,100-1000,STARTUP,2018
309,32,Male,DUBLIN,IOS DEVELOPER ,7.0,SENIOR,57000.0,English,50-100,PRODUCT,2018
310,29,Female,AMSTERDAM,BACKEND DEVELOPER,4.0,MIDDLE,58000.0,English,10-50,STARTUP,2018
311,30,Male,AMSTERDAM,LEAD DEVELOPER,8.0,SENIOR,65000.0,English,1000+,PRODUCT,2018
312,23,Male,EINDHOVEN,PYTHON DEVELOPER,5.0,SENIOR,47500.0,English,50-100,PRODUCT,2018
313,33,Male,MÜNCHEN,IOS DEVELOPER,12.0,MIDDLE,70000.0,English,100-1000,PRODUCT,2018
314,21,Male,AMSTERDAM,SOFTWARE ENGINEER 2(FRONTEND),4.0,MIDDLE,90000.0,English,1000+,PRODUCT,2018
315,32,Female,BERLIN,QA AUTOMATION ENGINEER,5.0,MIDDLE,50000.0,English,50-100,STARTUP,2018
316,33,Male,BERLIN,SENIOR SOFTWARE ENGINEER,12.0,SENIOR,85000.0,English,1000+,PRODUCT,2018
317,30,Male,AMSTERDAM ,SYSTEMS ENGINEER,8.0,SENIOR,65000.0,English,1000+,PRODUCT,2018
318,34,Male,BERLIN,ORACLE DEVELOPER,5.0,MIDDLE,62000.0,Deutsch,100-1000,PRODUCT,2018
319,40,Male,MÜNCHEN,ORACLE PL/SQL DEVELOPER,20.0,SENIOR,60000.0,Deutsch,10-50,PRODUCT,2018
320,28,Female,LUXEMBOURG,BI DEVELOPER,8.0,MIDDLE,66000.0,French,100-1000,AGENCY,2018
321,32,Male,AMSTERDAM,SENIOR JS ENIGNEER,15.0,SENIOR,75000.0,English,100-1000,PRODUCT,2018
322,37,Male,AMSTERDAM,PERL/JAVA DEVELOPER,8.5,MIDDLE,70000.0,English,1000+,PRODUCT,2018
323,33,Male,BERLIN,SOFTWARE ENGINEER,10.0,SENIOR,65000.0,English,10-50,PRODUCT,2018
324,33,Male,BERLIN,SOFTWARE ENGINEER,10.0,SENIOR,65000.0,English,10-50,PRODUCT,2018
325,28,Male,AMSTERDAM,PYTHON DEVELOPER,6.0,SENIOR,70000.0,English,100-1000,PRODUCT,2018
326,32,Female,MÜNCHEN,JAVA DEVELOPER,7.0,SENIOR,62000.0,English,1000+,PRODUCT,2018
327,22,Female,MÜNCHEN,DATA SCIENTIST,1.0,MIDDLE,55000.0,English,10-50,STARTUP,2018
328,30,Male,BERLIN,IOS DEVELOPER,5.0,SENIOR,60000.0,English,50-100,STARTUP,2018
329,25,Male,MÜNCHEN,QA ENGINEER,5.0,MIDDLE,56000.0,English,1000+,PRODUCT,2018
330,33,Male,KONSTANZ,DATA SCIENTIST,10.0,MIDDLE,65000.0,English,50-100,PRODUCT,2018
331,25,Male,AMSTERDAM,SOFTWARE DEVELOPER,6.0,MIDDLE,78000.0,English,1000+,PRODUCT,2018
332,25,Male,AMSTERDAM,PYTHON TEST AUTOMATION ENGINEER,4.0,SENIOR,60000.0,English,100-1000,PRODUCT,2018
333,35,Male,MÜNCHEN,SENIOR JAVA DEVELOPER,12.0,SENIOR,85000.0,English,100-1000,PRODUCT,2018
334,34,Female,BERLIN,SENIOR .NET DEVELOPER,12.0,SENIOR,61000.0,English,1000+,PRODUCT,2018
335,31,Male,AMSTERDAM,C++ ENGINEER,10.0,SENIOR,68000.0,English,1000+,PRODUCT,2018
336,28,Male,BERLIN,SENIOR SOFTWARE ENGINEER ,8.0,SENIOR,60000.0,English,10-50,PRODUCT,2018
337,26,Male,HAMBURG,SCALA DEVELOPER,5.0,SENIOR,81000.0,English,100-1000,STARTUP,2018
338,30,Male,MÜNCHEN,JAVA DEVELOPER,3.0,MIDDLE,61000.0,English,50-100,PRODUCT,2018
339,42,Male,BERLIN,HEAD OF ENGINEERING,25.0,SENIOR,140000.0,English,1000+,PRODUCT,2018
340,39,Male,BERLIN,IT ADMINISTRATION,6.0,SENIOR,52000.0,English,50-100,PRODUCT,2018
341,30,Male,BERLIN,DATA ENGINEER,5.0,SENIOR,65000.0,English,100-1000,STARTUP,2018
342,32,Male,BERLIN,DATA ENGINEER,8.0,SENIOR,80000.0,English,1000+,PRODUCT,2018
343,33,Male,STUTTGART,JAVA DEVELOPER,8.0,MIDDLE,68000.0,Deutsch,100-1000,PRODUCT,2018
344,36,Male,DUBLIN ,IOS DEVELOPER ,7.0,SENIOR,90000.0,English,50-100,PRODUCT,2018
345,30,Male,MÜNCHEN,DATA SCIENTIST,6.0,MIDDLE,80000.0,English,1000+,PRODUCT,2018
346,28,Male,AMSTERDAM,SCALA\JAVA,10.0,SENIOR,80000.0,English,10-50,STARTUP,2018
347,32,Male,MÜNCHEN,FULL-STACK WEB DEVELOPER,7.0,SENIOR,65000.0,English,100-1000,PRODUCT,2018
348,30,Male,AMSTERDAM,GO DEVELOPER,10.0,SENIOR,70000.0,Russian,50-100,PRODUCT,2018
349,30,Female,MÜNCHEN,IOS DEVELOPER,7.0,SENIOR,60000.0,English,10-50,STARTUP,2018
350,32,Male,MÜNCHEN,SENIOR FULLSTACK,10.0,SENIOR,60000.0,English,100-1000,PRODUCT,2018
351,30,Male,BERLIN,JAVA SOFTWARE ENGINEER ,4.0,MIDDLE,55000.0,English,100-1000,PRODUCT,2018
352,32,Male,MÜNCHEN,SENIOR WEB DEVELOPER ,8.0,SENIOR,65000.0,Deutsch,10-50,PRODUCT,2018
353,25,Male,KARLSRUHE,ANDROID DEVELOPER,2.0,MIDDLE,52000.0,Deutsch,10-50,AGENCY,2018
354,43,Male,BERLIN,SOFTWARE ENGINEER,20.0,SENIOR,75000.0,Deutsch,1000+,AGENCY,2018
355,32,Male,BERLIN,JAVA/JS DEVELOPER,11.0,SENIOR,87000.0,English,1000+,PRODUCT,2018
356,30,Male,BERLIN,SENIOR SOFTWARE ENGINEER (DATA ENGINEER),8.0,SENIOR,66000.0,English,100-1000,STARTUP,2018
357,32,Male,MÜNCHEN,IT-CONSULTANT,5.0,MIDDLE,50000.0,Deutsch,10-50,AGENCY,2018
358,32,Male,FRANKFURT,SYSTEM ADMINISTRATOR,1.0,JUNIOR,30000.0,Russian,up to 10,PRODUCT,2018
359,31,Male,BERLIN,SCALA DEVELOPER,9.0,SENIOR,60000.0,English,1000+,STARTUP,2018
360,34,Male,BERLIN,SENIOR SOFTWARE ENGINEER ,12.0,SENIOR,75000.0,English,100-1000,STARTUP,2018
361,30,Male,BERLIN,CTO,10.0,SENIOR,130000.0,English,50-100,PRODUCT,2018
362,26,Male,MÜNCHEN,IOS DEVELOPER,4.0,SENIOR,70000.0,Russian,50-100,PRODUCT,2018
363,28,Male,MÜNCHEN,IT CONSULTANT,3.0,MIDDLE,62000.0,Deutsch,1000+,CONSULTING COMPANY,2018
364,34,Male,BERLIN,QA,8.0,SENIOR,53500.0,English,100-1000,STARTUP,2018
365,24,Male,KÖLN,SOFTWARE ENGINEER,4.0,JUNIOR,87975.0,English,1000+,PRODUCT,2018
366,31,Male,BERLIN,TEAM LEAD PHP,10.0,SENIOR,60000.0,English,100-1000,PRODUCT,2018
367,31,Female,EINDHOVEN,DATA SCIENTIST,4.0,MIDDLE,68381.8,English,50-100,PRODUCT,2018
368,31,Male,BERLIN,TEAM LEAD,9.0,SENIOR,70000.0,English,1000+,PRODUCT,2018
369,26,Male,BERLIN,FULL STACK DEVELOPER,6.0,SENIOR,60000.0,English,10-50,STARTUP,2018
370,27,Male,MÜNCHEN,WEB ANALYTICS MANAGER,3.0,MIDDLE,55000.0,English,1000+,PRODUCT,2018
371,32,Male,PRAGUE,ENGINEERING MANAGER,11.0,SENIOR,70000.0,English,1000+,PRODUCT,2018
372,34,Male,MÜNCHEN,JAVA DEVELOPER,14.0,SENIOR,70000.0,Russian,10-50,STARTUP,2018
373,33,Male,BERLIN,SENIOR PHP DEVELOPER,10.0,SENIOR,54000.0,English,50-100,PRODUCT,2018
374,35,Male,MÜNCHEN,DEEP LEARNING RESEARCHER (PHD),7.0,SENIOR,130000.0,English,100-1000,PRODUCT,2018
375,32,Male,MÜNCHEN,SOFTWARE ARCHITEKT ,18.0,SENIOR,140000.0,Deutsch,100-1000,AGENCY,2018
376,34,Male,BERLIN,SENIOR SOFTWARE ENGINEER,10.0,SENIOR,76000.0,English,100-1000,STARTUP,2018
377,35,Male,BERLIN,SOLUTION ENGINEER,5.0,MIDDLE,53000.0,English,100-1000,STARTUP,2018
378,30,Male,MOSCOW,SENIOR SOFTWARE ENGINEER,10.0,SENIOR,31500.0,Russian,1000+,AGENCY,2018
379,36,Male,STOCKHOLM,SENIOR SQL SERVER DBA/DEVELOPER,13.0,SENIOR,58000.0,English,50-100,PRODUCT,2018
380,37,Male,BERLIN,QA AUTOMATION,6.0,SENIOR,52000.0,English,100-1000,PRODUCT,2018
381,30,Male,BERLIN,LEAD DEVELOPER,9.0,SENIOR,75000.0,English,50-100,STARTUP,2018
382,37,Female,BERLIN,SENIOR SOFTWARE INGENIEUR JAVA,10.0,SENIOR,68000.0,Deutsch,100-1000,IT DIENSTLEISTUNGEN ,2018
383,28,Male,MÜNCHEN,.NET DEVELOPER ,7.0,SENIOR,60000.0,English,10-50,PRODUCT,2018
384,29,Male,BERLIN,FRONTEND DEVELOPER,6.0,SENIOR,58000.0,English,100-1000,PRODUCT,2018
385,37,Male,MÜNCHEN,LEAD ARCHITECT,15.0,SENIOR,110000.0,Deutsch,1000+,AGENCY,2018
386,30,Male,MÜNCHEN,QUALITY ENGINEER,7.0,SENIOR,68000.0,English,100-1000,PRODUCT,2018
387,30,Male,MÜNCHEN,TEAM LEAD,9.0,SENIOR,70000.0,English,100-1000,STARTUP,2018
388,30,Male,AMSTERDAM ,DEVOPS,10.0,SENIOR,70000.0,English,100-1000,PRODUCT,2018
389,32,Female,MÜNCHEN,SCRUM MASTER,12.0,MIDDLE,72000.0,English,100-1000,PRODUCT,2018
390,34,Male,FRANKFURT,SOFTWARE TEST ENGINEER,8.0,MIDDLE,60000.0,English,100-1000,AGENCY,2018
391,22,Male,"BELGRADE, SERBIA",SR. JS DEVELOPER,10.0,SENIOR,120000.0,English,100-1000,AGENCY,2018
392,35,Male,KYIV,JAVASCRIPT DEVELOPER,10.0,SENIOR,43000.0,Russian,10-50,PRODUCT,2018
393,28,Female,MÜNCHEN,SAP BUSINESS ANALYST,1.0,JUNIOR,60000.0,Deutsch,1000+,MANUFACTURING,2018
394,29,Male,BERLIN,SENIOR BACKEND DEVELOPER,7.0,SENIOR,70000.0,English,100-1000,PRODUCT,2018
395,34,Female,BERLIN,UX DESIGNER,4.0,SENIOR,48000.0,English,10-50,STARTUP,2018
396,31,Female,MÜNCHEN,BUSINESS INTELLIGENCE ANALYST,4.0,MIDDLE,67000.0,English,1000+,PRODUCT,2018
397,28,Female,BERLIN,PRODUCT MANAGER,1.0,MIDDLE,36000.0,English,10-50,STARTUP,2018
398,25,Male,BERLIN,SOFTWARE DEVELOPER (PYTHON BACKEND),3.0,MIDDLE,75000.0,English,50-100,PRODUCT,2018
399,30,Male,FRANKFURT,SYSTEM ADMINISTRATOR ,9.0,MIDDLE,65000.0,English,100-1000,STOCK MARKET ,2018
400,37,Male,BERLIN,SOFTWARE ENGINEER ,6.0,SENIOR,63000.0,English,100-1000,PRODUCT,2018
401,33,Female,MÜNCHEN,JAVA DEVELOPER,11.0,SENIOR,60000.0,English,100-1000,TELECOM OPERATOR,2018
402,34,Male,AMSTERDAM,DESIGNER,10.0,SENIOR,57000.0,English,50-100,PRODUCT,2018
403,30,Male,FRANKFURT,DATA SCIENTIST,7.0,SENIOR,112000.0,Deutsch,100-1000,PRODUCT,2018
404,27,Male,BERLIN,SOFTWARE ENGINEER,11.0,SENIOR,100000.0,English,1000+,ECOMMERCE,2018
405,30,Male,MÜNCHEN,CTO ,5.0,SENIOR,72000.0,English,up to 10,STARTUP,2018
406,30,Female,BERLIN,LEAD DEVELOPER,11.0,SENIOR,78000.0,English,1000+,STARTUP,2018
407,32,Female,MÜNCHEN,JAVA FULLSTECK DEVELOPER,3.0,JUNIOR,44000.0,Deutsch,100-1000,PRODUCT,2018
408,31,Male,NÜRNBERG,SOFTWARE ENGINEER,6.0,MIDDLE,59000.0,Deutsch,1000+,CONSULTING,2018
409,38,Male,MÜNCHEN,QA,10.0,SENIOR,66000.0,Deutsch,100-1000,PRODUCT,2018
410,32,Male,MÜNCHEN,"UNREAL ENGINE DEVELOPER, SYSTEM ARCHITECT",11.0,SENIOR,60000.0,English,up to 10,STARTUP,2018
411,36,Male,HAMBURG,SENIOR SOFTWARE DEVELOPER,10.0,SENIOR,65000.0,English,100-1000,PRODUCT,2018
412,31,Female,MÜNCHEN,JAVA DEVELOPER,9.0,MIDDLE,47000.0,English,10-50,AGENCY,2018
413,33,Male,AMSTERDAM,TECH LEAD,9.0,MIDDLE,60000.0,English,100-1000,PRODUCT,2018
414,36,Male,BERLIN,SAP CONSULTANT,12.0,SENIOR,72000.0,English,1000+,PRODUCT,2018
415,26,Male,MÜNCHEN,JAVASCRIPT DEVELOPER,5.0,SENIOR,68400.0,Russian_&_English,1000+,AGENCY,2018
416,37,Male,BERLIN,SOFTWARE ENGINEER ,15.0,SENIOR,55000.0,Deutsch,100-1000,PRODUCT,2018
417,31,Male,MÜNCHEN,SENIOR PHP DEVELOPER,12.0,SENIOR,60000.0,English,1000+,PRODUCT,2018
418,29,Male,MÜNCHEN,DEVOPS,9.0,SENIOR,70000.0,English,50-100,STARTUP,2018
419,30,Male,MÜNCHEN,SENIOR IOS DEVELOPER,8.0,SENIOR,65000.0,English,1000+,PRODUCT,2018
420,43,Male,BERLIN,CONSULTANT,18.0,SENIOR,70000.0,Deutsch,50-100,PRODUCT,2018
421,30,Male,MÜNCHEN,TEST ENGINEER,10.0,SENIOR,80000.0,Russian,100-1000,PRODUCT,2018
422,29,Female,BERLIN,JAVA DEVELOPER,1.0,JUNIOR,47000.0,English,100-1000,PRODUCT,2018
423,32,Male,BERLIN,DEVELOPER,12.0,SENIOR,66000.0,English,50-100,STARTUP,2018
424,42,Male,KARLSKRONA,JAVA DEVELOPER,15.0,SENIOR,67200.0,English,1000+,PRODUCT,2018
425,31,Male,MÜNCHEN,SOFTWARE ENGINEER,14.0,SENIOR,85000.0,English,1000+,PRODUCT,2018
426,36,Male,BERLIN,CTO,15.0,SENIOR,89000.0,English,10-50,STARTUP,2018
427,31,Male,BERLIN,DEVOPS,6.0,SENIOR,72000.0,English,1000+,PRODUCT,2018
428,28,Male,MÜNCHEN,DB DEVELOPER,5.0,SENIOR,69000.0,English,1000+,PRODUCT,2018
429,34,Male,BERLIN,SENIOR SOFTWARE ENGINEER,15.0,SENIOR,60000.0,English,1000+,PRODUCT,2018
430,36,Male,BERLIN,RUBY DEVELOPER,2.0,MIDDLE,53000.0,English,50-100,STARTUP,2018
431,43,Male,BERLIN,SAP CONSULTER/ABAP DEVELOPER ,16.0,SENIOR,86000.0,Deutsch,50-100,CONSULTING,2018
432,29,Male,KRAKAU,DEVOPS ENGINEER,11.0,SENIOR,45000.0,English,1000+,OUTSOURCING,2018
433,27,Male,MÜNCHEN,JAVA DEVELOPER,5.0,SENIOR,72000.0,Russian,50-100,STARTUP,2018
434,30,Male,MÜNCHEN,BUSINESS ANALYST/RE,3.0,MIDDLE,65000.0,Deutsch,1000+,PRODUCT,2018
435,28,Female,VIENNA,C++ SR. S/W DEV,6.0,SENIOR,75000.0,English,10-50,PRODUCT,2018
436,22,Male,MÜNCHEN,IOS DEVELOPER,3.0,JUNIOR,47000.0,Deutsch,100-1000,AGENCY,2018
437,25,Male,BERLIN,ANDROID DEV,6.0,SENIOR,60000.0,English,100-1000,PRODUCT,2018
438,28,Male,MÜNCHEN,C++ DEVELOPER,6.0,MIDDLE,50000.0,English,100-1000,AGENCY,2018
439,36,Male,BERLIN,SENIOR WEB DELELOPER,8.0,SENIOR,55000.0,English,10-50,STARTUP,2018
440,35,Male,LONDON,SOFTWARE DEVELOPER,12.0,SENIOR,111000.0,English,100-1000,PRODUCT,2018
441,28,Female,STOCKHOLM,AUTOMATION TEST ENGINEER,6.0,MIDDLE,40800.0,English,100-1000,PRODUCT,2018
442,48,Male,BITBURG,SSE,18.0,SENIOR,92100.0,Deutsch,100-1000,PRODUCT,2018
443,23,Male,NÜRNBERG,JAVA DEVELOPER,5.0,MIDDLE,73000.0,English,1000+,PRODUCT,2018
444,24,Male,BERLIN,SCALA DEVELOPER,4.0,MIDDLE,54000.0,English,10-50,PRODUCT,2018
445,25,Male,GDANSK,JAVA DEVELOPER,3.0,SENIOR,38000.0,English,1000+,OUTSORCE,2018
446,30,Male,BERLIN,WEB DEVELOPER,8.0,SENIOR,75000.0,English,1000+,PRODUCT,2018
447,28,Male,BERLIN,SENIOR .NET DEVELOPER,8.0,SENIOR,66000.0,English,10-50,PRODUCT,2018
448,31,Male,BERLIN,SOFTWARE DEVELOPER,9.0,SENIOR,70000.0,English,50-100,PRODUCT,2018
449,31,Male,STUTTGART,DATA ENGINEER,10.0,SENIOR,60000.0,English,10-50,PRODUCT,2018
450,27,Male,BERLIN,FRONT END ENGINEER,8.0,SENIOR,70000.0,English,100-1000,PRODUCT,2018
451,32,Female,BERLIN,WERKSTUDENT TESTAUTOMATISIERUNG,1.0,JUNIOR,10300.0,Deutsch,100-1000,PRODUCT,2018
452,30,Male,MÜNCHEN,FULL STACK DEVELOPER,9.0,SENIOR,75000.0,English,1000+,PRODUCT,2018
453,32,Male,BERLIN,IOS ВУМУДЩЗУК,30.0,SENIOR,65000.0,English,50-100,STARTUP,2018
454,25,Male,POLAND,QA ENGINEER,2.5,MIDDLE,24000.0,Polish,1000+,PRODUCT,2018
455,23,Male,MÜNCHEN,IOS DEVELOPWR,2.0,MIDDLE,52000.0,Deutsch,50-100,AGENCY,2018
456,33,Male,PRAGUE,.NET DEVELOPER,10.0,SENIOR,39600.0,English,1000+,OUTSOURCE,2018
457,31,Male,MÜNCHEN,DEVOPS,9.0,MIDDLE,64400.0,English,100-1000,PRODUCT,2018
458,33,Male,DÜSSELDORF,C++ SOFTWARE ENGINEER,12.0,SENIOR,57000.0,Russian,up to 10,PRODUCT,2018
459,32,Male,FRANKFURT,QA,9.0,SENIOR,52000.0,English,1000+,PRODUCT,2018
460,31,Male,LUXEMBOURG,SOFTWARE DEVELOPMENT ENGINEER,6.0,MIDDLE,77000.0,English,1000+,PRODUCT,2018
461,32,Male,MÜNCHEN,ENGINEERING CONSULTANT,20.0,SENIOR,48000.0,English,1000+,CONSULTING,2018
462,34,Male,BERLIN,SENIOR SOFTWARE ENGINEER,12.0,SENIOR,67000.0,English,100-1000,STARTUP,2018
463,32,Male,BERLIN,C# DEVELOPER ,5.0,SENIOR,55000.0,English,10-50,PRODUCT,2018
